CODE SECTION,CODE TYPE,StatuteLiteral,OFFENSE LEVEL,EnactDate,RepealAmendDate,_section,_subparts,_subdivision,_paragraph,_subparagraph,_clause
19910,PC,SALE MINOR BB DEVICE,M,20120101,99999999,19910,,,,,
19911,EC,WILLFUL PROP DETENTION,M,19770403,99999999,19911,,,,,
19915,PC,FURNISH MINOR W/BB DEVICE,M,20120101,20201113,19915,,,,,
19915(A),PC,FURN BB DVC MNR W/O CNSNT,M,20201116,99999999,19915,(A),(A),,,
19921(A),BP,-21 NOT PERMITED GAMB EST,M,19980101,99999999,19921,(A),(A),,,
19940,BP,KNWLY RE-ENTR GAMBLNG EST,M,19980101,99999999,19940,,,,,
19941(A)(1),BP,UNDER 21:GAME ROOM VIOL,M,19980101,99999999,19941,(A)(1),(A),(1),,
20001(A),VC,HIT AND RUN:DEATH/INJURY,F,19890101,99999999,20001,(A),(A),,,
20001(A),VC,HIT AND RUN:INJURY/DEATH,M,19890101,99999999,20001,(A),(A),,,
20001(B)(1),VC,HIT AND RUN:INJURY,F,19890101,99999999,20001,(B)(1),(B),(1),,
20001(B)(1),VC,HIT AND RUN:INJURY,M,19890101,99999999,20001,(B)(1),(B),(1),,
20001(B)(2),VC,HIT AND RUN:DEATH/INJURY,F,19890101,99999999,20001,(B)(2),(B),(2),,
20001(B)(2),VC,HIT AND RUN:DEATH/INJURY,M,19890101,99999999,20001,(B)(2),(B),(2),,
20002,VC,HIT AND RUN,M,19650917,99999999,20002,,,,,
20002(A),VC,HIT AND RUN:PROP DAMAGE,M,19650917,99999999,20002,(A),(A),,,
20002(A)(1),VC,HIT&RUN PROP DAMAG:LOCATE,M,19930101,99999999,20002,(A)(1),(A),(1),,
20002(A)(2),VC,HIT&RUN PROP DAMAG:NOTIFY,M,19930101,99999999,20002,(A)(2),(A),(2),,
20002(B),VC,HIT&RUN RNWY VEH:PROP DAM,M,19650917,99999999,20002,(B),(B),,,
20003(A),VC,INJ/DTH ACC:NO DRIVR INFO,M,19950101,99999999,20003,(A),(A),,,
20006,VC,ACCIDENT:DRIVER W/O LIC,I,19950101,99999999,20006,,,,,
20008(A),VC,FAIL REP ACCIDENT:INJ/DTH,I,19701123,99999999,20008,(A),(A),,,
20010,PC,MFG/SELL/POSS BLOWGUN,M,20120101,99999999,20010,,,,,
20085(A)(1),GC,KNLY FAIL DISCLOSE FACT,M,20090101,99999999,20085,(A)(1),(A),(1),,
20110(A),PC,ASSEMBLE BOOBYTRAP,F,20120101,20201108,20110,(A),(A),,,
20110(A),PC,ASSEMBLE/PLACE BOOBYTRAP,F,20201109,99999999,20110,(A),(A),,,
20110(B),PC,POSSESS BOOBYTRAP DEVICE,F,20120101,99999999,20110,(B),(B),,,
20110(B),PC,POSSESS BOOBYTRAP DEVICE,M,20120101,99999999,20110,(B),(B),,,
20150(A),PC,ALTER/ETC IMITATION F/ARM,M,20120101,99999999,20150,(A),(A),,,
20155,PC,MNFACTURER/ETC NOT COMPLY,M,20120101,99999999,20155,,,,,
20170(A),PC,DISPLAY IN PUB:IMT F/ARM,I,20120101,99999999,20170,(A),(A),,,
20170(A),PC,DISPLY PUB IMT F/ARM W/PR,M,20120101,20201108,20170,(A),(A),,,
20170(A),PC,DISPLAY IMIT F/ARM PUB 3+,M,20201109,99999999,20170,(A),(A),,,
20310,PC,MFG/SALE/ETC AIRGAUGEKNIF,F,20120101,20201108,20310,,,,,
20310,PC,MFG/SALE/ETC AIRGAUGEKNIF,M,20120101,20201108,20310,,,,,
20310,PC,MFG/SELL AIR GAUGE KNIFE,F,20201109,99999999,20310,,,,,
20310,PC,MFG/SELL AIR GAUGE KNIFE,M,20201109,99999999,20310,,,,,
20410,PC,MFG/ETC BELT BUCKLE KNIFE,F,20120101,99999999,20410,,,,,
20410,PC,MFG/ETC BELT BUCKLE KNIFE,M,20120101,99999999,20410,,,,,
20510,PC,MFG/SALE/ETC CANE SWORD,F,20120101,99999999,20510,,,,,
20510,PC,MFG/SALE/ETC CANE SWORD,M,20120101,99999999,20510,,,,,
20610,PC,MFG/ETC LIPSTICK CASE KNF,F,20120101,99999999,20610,,,,,
20610,PC,MFG/ETC LIPSTICK CASE KNF,M,20120101,99999999,20610,,,,,
20710,PC,MFG/SALE/POSS SHOBI-ZUE,F,20120101,99999999,20710,,,,,
20710,PC,MFG/SALE/POSS SHOBI-ZUE,M,20120101,99999999,20710,,,,,
20810(A),PC,MFG/ETC UNDETECT KNIVES,M,20120101,20201108,20810,(A),(A),,,
20810(A),PC,MFG/SALE/ETC UNDETCT KNIF,M,20201109,99999999,20810,(A),(A),,,
20910,PC,MFG/ETC WRITING PEN KNIFE,F,20120101,20201108,20910,,,,,
20910,PC,MFG/ETC WRITING PEN KNIFE,M,20120101,20201108,20910,,,,,
20910,PC,MFG/SALE/ETC WRT PEN KNIF,F,20201109,99999999,20910,,,,,
20910,PC,MFG/SALE/ETC WRT PEN KNIF,M,20201109,99999999,20910,,,,,
21100.3,VC,FAIL OBEY TRAFIC REGULATR,I,19740918,99999999,21100.3,,,,,
21106(B),VC,CROS IN XWALK:PROHIB SIGN,I,19590918,99999999,21106,(B),(B),,,
21110,PC,MFG/ETC BALLISTIC KNIFE,F,20120101,20201108,21110,,,,,
21110,PC,MFG/ETC BALLISTIC KNIFE,M,20120101,20201108,21110,,,,,
21110,PC,MFG/SALE/ETC BALISTC KNIF,F,20201109,99999999,21110,,,,,
21110,PC,MFG/SALE/ETC BALISTC KNIF,M,20201109,99999999,21110,,,,,
21113(A),VC,TRESP W/VEH ETC:PUB GRNDS,I,19930802,99999999,21113,(A),(A),,,
21116(A),VC,DRIV LEVEE/ETC NO RT O WY,I,19720503,99999999,21116,(A),(A),,,
21200.5,VC,RIDE BIKE UNDER INFLUENCE,M,19860101,99999999,21200.5,,,,,
21201(A),VC,OPR BIKE W/O BRAKES,I,19630101,99999999,21201,(A),(A),,,
21201(B),VC,BIKE HANDLEBAR ABV SHLDS,I,19800101,99999999,21201,(B),(B),,,
21201(D),VC,BIKE HEADLIGHT/ETC VIOL,I,19750926,99999999,21201,(D),(D),,,
21201.3(B),VC,UNAUTH FLASHING BLU LIGHT,I,19990101,99999999,21201.3,(B),(B),,,
21202(A),VC,FAIL RIDE BIKE:RT EDGE RD,I,19631031,99999999,21202,(A),(A),,,
21203,VC,MTRCYCL/ETC ATT 2 VEH/ETC,I,19630920,99999999,21203,,,,,
21204(A),VC,BIKE OPERATOR NOT SEATED,I,19940101,99999999,21204,(A),(A),,,
21204(B),VC,BIKE PASSENGER NOT SEATED,I,19940101,99999999,21204,(B),(B),,,
21205,VC,FAIL OPR BIKE W/1 HAND +,I,19630920,99999999,21205,,,,,
21208(A),VC,FAIL TO RIDE IN BIKE LANE,I,19770101,99999999,21208,(A),(A),,,
21209,VC,MOTOR VEH IN BIKE LANE,I,19890101,99999999,21209,,,,,
21210,VC,BIKE PARKING/ETC,I,19770101,99999999,21210,,,,,
21211(B),VC,PARK VEH/BIKE ON PATH/TRL,I,20010101,99999999,21211,(B),(B),,,
21212(A),VC,FAIL WEAR HELMET:BIKE:-18,I,19940101,99999999,21212,(A),(A),,,
21221.5,VC,OPR MOTR SCOOTR UNDER INF,M,20000101,99999999,21221.5,,,,,
21223(A)(1),VC,OP MOTORSCTR:DRK HWY:LAMP,I,20010101,99999999,21223,(A)(1),(A),(1),,
21223(A)(2),VC,OP MOTRSCTR:DRK HWY:R/REF,I,20000101,99999999,21223,(A)(2),(A),(2),,
21223(A)(3),VC,OP MOTRSCTR:DRK HWY:S/REF,I,20000101,99999999,21223,(A)(3),(A),(3),,
21228(A),VC,FL OPR MOTR SCTR:RGT CURB,I,20000101,99999999,21228,(A),(A),,,
21235(A),VC,OPR MOTORSCOOTR W/O BRAKE,I,20000101,99999999,21235,(A),(A),,,
21235(B),VC,OPR MOTOR SCOOTR:HWY:VIOL,I,20000101,99999999,21235,(B),(B),,,
21235(C),VC,OP MOTR SCOOTR W/O HELMET,I,20000101,99999999,21235,(C),(C),,,
21235(D),VC,OP MOTR SCOOTR W/O LICNSE,I,20050101,99999999,21235,(D),(D),,,
21235(E),VC,OPR MOTR SCOOTR W/PASSNGR,I,20050101,99999999,21235,(E),(E),,,
21235(G),VC,OPR MOTR SCOOTER SIDEWALK,I,20050101,99999999,21235,(G),(G),,,
21300(A),VC,MNR RIDE HORSE W/O HELMET,I,20220101,99999999,21300,(A),(A),,,
21310,PC,CARRY CON/DIRK OR DAGGER,F,20120101,99999999,21310,,,,,
21310,PC,CARRY CON/DIRK OR DAGGER,M,20120101,99999999,21310,,,,,
21367(B),VC,FAIL CONSTRUCTN TRAF CNTL,I,19870101,99999999,21367,(B),(B),,,
21367(C),VC,FAIL OBEY WARNING DEVICE,I,19870101,99999999,21367,(C),(C),,,
21407.1(A),PU,OPR AIRCRAFT:UND DRUG/ALC,M,19880101,99999999,21407.1,(A),(A),,,
21451(A),VC,GREEN LT:UTURN/YIELD VIOL,I,19820101,99999999,21451,(A),(A),,,
21451(B),VC,GRN ARROW VIO:U-TRN/YLD/E,I,19600101,99999999,21451,(B),(B),,,
21451(C),VC,GRN SIGNAL VIO:PEDESTRIAN,I,19600707,99999999,21451,(C),(C),,,
21452(B),VC,PED FAIL RESPOND SIGNAL,I,19600101,99999999,21452,(B),(B),,,
21453(A),VC,FAIL STOP LINE/ETC AT RED,I,19691110,99999999,21453,(A),(A),,,
21453(B),VC,TURN ONTO ONEWAY AT RED,I,19830101,99999999,21453,(B),(B),,,
21453(C),VC,FAIL STOP LINE/ETC AT RED,I,19830101,99999999,21453,(C),(C),,,
21453(D),VC,PED AGAINST RED LIGHT/ETC,I,19590918,99999999,21453,(D),(D),,,
21454(C),VC,ENTR/ECT LANE W RED SIG,I,19820101,99999999,21454,(C),(C),,,
21455,VC,NON INTERSCTN SIGNAL VIOL,I,19590918,99999999,21455,,,,,
21456(B),VC,PED AGAINST NO WALK SIGN,I,19590918,99999999,21456,(B),(B),,,
21456.2(A),VC,BICYCLE OPR OBEY VEH LAWS,I,20000101,99999999,21456.2,(A),(A),,,
21457(A),VC,FAIL STOP:FLASH RED LIGHT,I,19820101,99999999,21457,(A),(A),,,
21460(A),VC,VEH CROSS DBL SOLID LINE,I,19590918,99999999,21460,(A),(A),,,
21460(B),VC,SOLID/BROKEN DBL LINE VIO,I,19850101,99999999,21460,(B),(B),,,
21460.5(C),VC,DRIVE 2WAY LEFT TURN LANE,I,19910101,99999999,21460.5,(C),(C),,,
21461(A),VC,DRIVER FAIL OBEY SIGN/ETC,I,19820101,99999999,21461,(A),(A),,,
21461.5,VC,PED FAIL OBEY TRAFIC SIGN,I,19701123,99999999,21461.5,,,,,
21462,VC,ALL TRAF/ETC OBEY SIGNALS,I,19701123,99999999,21462,,,,,
21464(C),VC,INTERF W/TRAF DEV:DTH/INJ,F,19780101,99999999,21464,(C),(C),,,
21465,VC,UNAUTH DSPLY TRAFF DEVICE,I,19590101,99999999,21465,,,,,
21466.5,VC,LITE ON HWY:IMPAIR VISION,I,19700914,99999999,21466.5,,,,,
21510(A),PC,POSS SWITCHBLADE:VEHICLE,M,20120101,99999999,21510,(A),(A),,,
21510(B),PC,CARRY SWITCHBLADE KNIFE,M,20120101,99999999,21510,(B),(B),,,
21510(C),PC,SELL/ETC SWITCHBLADE KNIF,M,20120101,20201108,21510,(C),(C),,,
21510(C),PC,SELL/TRNSF/ETC SWITCHBLAD,M,20201109,99999999,21510,(C),(C),,,
21606(A)(1),BP,JNK DLR:FLS PLC/DATE SALE,M,19900101,99999999,21606,(A)(1),(A),(1),,
21606(A)(2),BP,JUNK DLR:FLS DMV INFO,M,19900101,99999999,21606,(A)(2),(A),(2),,
21606(A)(3),BP,JNK DLR:FLS NAME/ADD/ETC,M,19900101,99999999,21606,(A)(3),(A),(3),,
21606(A)(4),BP,JNK DLR:FLS DESCRIPTION,M,19900101,99999999,21606,(A)(4),(A),(4),,
21606(A)(5),BP,JNK DLR:FLS SIGN TRAN DOC,M,19900101,99999999,21606,(A)(5),(A),(5),,
21608(A),BP,JUNK DLR/ETC:NO RECORDS,M,19900309,99999999,21608,(A),(A),,,
21628(A),BP,DLR FAIL RPT PROP:PD/SD,M,19900309,99999999,21628,(A),(A),,,
21628(B),BP,INCOMPLETE DLR RPT:PD/SD,M,19900309,99999999,21628,(B),(B),,,
21636(A),BP,DLR ILLEGLY DISP OF PROP,M,19900101,99999999,21636,(A),(A),,,
21636(C),BP,SECNDHND DEALER PROP INSP,M,20100101,99999999,21636,(C),(C),,,
21640,BP,UNAUTH SECONDHAND DEALER,M,19810101,99999999,21640,,,,,
21642(A),BP,SECONDHAND DLR LIC VIOL,M,19810101,99999999,21642,(A),(A),,,
21646,PU,ENDANGER AIRBORN AIRCRAFT,M,19710101,99999999,21646,,,,,
21650,VC,FAIL DRIVE RT HALF ROAD,I,19610915,99999999,21650,,,,,
21650.1,VC,OPR BIKE:RD/ETC:WRONG WAY,I,19890101,99999999,21650.1,,,,,
21651(A),VC,DIV HWY:CROSS/U TURN VIOL,I,19890101,99999999,21651,(A),(A),,,
21651(B),VC,DRIVE WRONG WAY:DIV HWY,M,19830101,99999999,21651,(B),(B),,,
21651(C),VC,DRIVE WRONG:HWY:INJ/DEATH,F,19890101,99999999,21651,(C),(C),,,
21652,BP,JUNK DEALER/ETC BUY VIOL,M,19671108,99999999,21652,,,,,
21652,VC,UNLAWFUL ENTRY SERV ROAD,I,19630920,99999999,21652,,,,,
21654(A),VC,SLOW VEH IN LEFT LANE,I,19750101,99999999,21654,(A),(A),,,
21655(B),VC,SPEC VEH:DRIVE WRONG LANE,I,19890101,99999999,21655,(B),(B),,,
21655.1(A),VC,DRIVE VEHICLE IN BUS LANE,I,20180101,99999999,21655.1,(A),(A),,,
21655.5,VC,DISOBEY TRAFFIC LANE SIGN,I,19940101,99999999,21655.5,,,,,
21655.5(B),VC,FAIL OBEY TRAF LANE SIGN,I,19940101,99999999,21655.5,(B),(B),,,
21655.8(A),VC,EXPRS:SOLID YEL LINES VIO,I,19960930,99999999,21655.8,(A),(A),,,
21655.9(B),VC,HOV LANE W/O ISSUED DECAL,I,20140101,99999999,21655.9,(B),(B),,,
21655.9(C),VC,DRIVE AUTO W/0 HOV DECAL,M,20140101,99999999,21655.9,(C),(C),,,
21656,VC,DRV BLW NRMAL SPD 5+BHND,I,20160101,99999999,21656,,,,,
21657,VC,DISOBEY TRAFFIC DIRECTION,I,19691110,99999999,21657,,,,,
21658(A),VC,UNSAFE LANE CHANGE/ETC,I,19760101,99999999,21658,(A),(A),,,
21659,VC,VIOL:THREE-LANE HIGHWAY,I,19590918,99999999,21659,,,,,
21660,VC,PASS/YIELD VIOL:MEET VEH,I,19350915,99999999,21660,,,,,
21663,VC,DRIVE ON SIDEWALK VIOL,I,19970101,99999999,21663,,,,,
21665(A),BP,SWAP MEET OPR NOT RET RPT,M,19790101,99999999,21665,(A),(A),,,
21665(B),BP,SWAP MEET VEN NOT HAV RPT,M,19790101,99999999,21665,(B),(B),,,
21672(B),BP,SEL CUT/ETC SPORT TRADCRD,M,19950101,99999999,21672,(B),(B),,,
21700,VC,OBST DRIVER VIEW/CONTROL,I,19650917,99999999,21700,,,,,
21701,VC,INTERFERE W/DRIVER CNTL,I,19701123,99999999,21701,,,,,
21703,VC,VEH FOLLOW TOO CLOSELY,I,19590918,99999999,21703,,,,,
21706,VC,FOLOW TOO CLOSE:EMERG VEH,I,19730307,99999999,21706,,,,,
21707,VC,UNAUTH VEH IN FIRE AREA,I,19600101,99999999,21707,,,,,
21708,VC,DRIVE OVER FIRE HOSE,I,18590918,99999999,21708,,,,,
21710,PC,POSS/ETC COMP/WOOD KNKLES,M,20120101,20201108,21710,,,,,
21710,PC,MFG/SALE/ETC WD KNUCKLES,M,20201109,99999999,21710,,,,,
21711,VC,SWERVING OF TOWED VEHICLE,I,19590918,99999999,21711,,,,,
21712(A),VC,ALLOW UNLAWF RIDE/ETC:VEH,I,19920930,99999999,21712,(A),(A),,,
21712(B),VC,UNLAWFUL RIDING:VEHICLE,I,19590818,99999999,21712,(B),(B),,,
21715(A),VC,EXCD PASS VEH TW COMB LMT,I,20190101,99999999,21715,(A),(A),,,
21715(B),VC,EXCD PASS VEH TW COMB LMT,I,20190101,99999999,21715,(B),(B),,,
21718(A),VC,STOP/PARK VEH ON FREEWAY,I,19980101,99999999,21718,(A),(A),,,
21720,VC,POCKET BIKES PROHIB AREA,I,20060101,99999999,21720,,,,,
21750,VC,OVERTAKE/LEFT PASS VIOL,I,19590918,99999999,21750,,,,,
21751,VC,PASS W/O ENOUGH CLEARANCE,I,19740101,99999999,21751,,,,,
21752,VC,DRIVE LEFT SIDE VIOLATION,I,19691110,99999999,21752,,,,,
21754,VC,VEH:UNLAWFUL PASS RIGHT,I,19590918,99999999,21754,,,,,
21755,VC,USE SHOLDER/ETC:PAS RIGHT,I,19590918,99999999,21755,,,,,
21760(B),VC,PASS BIKE UNSAFE DISTANCE,I,20140916,99999999,21760,(B),(B),,,
21760(C),VC,PASS BIKE:-3 FEET,I,20140916,99999999,21760,(C),(C),,,
21760(D),VC,PASS BIKE UNSAFE SPEED,I,20140916,99999999,21760,(D),(D),,,
21760(E)(2),VC,PASS BIKE:COLLISION W/INJ,I,20140916,99999999,21760,(E)(2),(E),(2),,
21800(A),VC,FAIL YIELD INTERSECT:HWY,I,19890101,99999999,21800,(A),(A),,,
21800(D),VC,FAIL STOP/YIELD:INOP SIGN,I,19890101,99999999,21800,(D),(D),,,
21801(A),VC,FT/YIELD BE4 LEFT/U-TURN,I,19930802,99999999,21801,(A),(A),,,
21801(B),VC,FAIL YIELD:TURNING VEHICL,I,19590101,99999999,21801,(B),(B),,,
21802(A),VC,ENT THROUGH HWY:W/O YIELD,I,19691110,99999999,21802,(A),(A),,,
21803(A),VC,FAIL TO YIELD UNTIL SAFE,I,19890101,99999999,21803,(A),(A),,,
21804(A),VC,FAIL YIELD TRAFIC:HWY ENT,I,19600101,99999999,21804,(A),(A),,,
21804(B),VC,FAIL YEILD RIGHT-OF-WAY,I,19600101,99999999,21804,(B),(B),,,
21806(A),VC,FAIL YIELD/ETC:EMERG VEH,I,19890101,99999999,21806,(A),(A),,,
21806(C),VC,PED FT YIELD/ETC:EMRG VEH,I,19890101,99999999,21806,(C),(C),,,
21809(A),VC,FAL CAUTION PASS EMGY VEH,I,20100101,99999999,21809,(A),(A),,,
21810,PC,MFG/SALE/ETC METAL KNUCKL,F,20120101,99999999,21810,,,,,
21810,PC,MFG/SALE/ETC METAL KNUCKL,M,20120101,99999999,21810,,,,,
21950(A),VC,FAIL YIELD TO PED:XWALKS,I,19830101,99999999,21950,(A),(A),,,
21950(B),VC,PED IN XWALK STOP/ETC VEH,I,19830101,99999999,21950,(B),(B),,,
21951,VC,OVRTAKE VEH STOPPED XWALK,I,19600101,99999999,21951,,,,,
21952,VC,FAIL YIELD PED ON SIDEWLK,I,19590918,99999999,21952,,,,,
21953,VC,PEDSTRN FAIL 2 YLD:OVRHD,I,19590918,99999999,21953,,,,,
21954(A),VC,PED NOT STOP:OUT CROSWALK,I,19720304,99999999,21954,(A),(A),,,
21955,VC,JAYWALKING,I,19590918,99999999,21955,,,,,
21956,VC,PED NOT ON LEFT EDGE ROAD,I,19590918,99999999,21956,,,,,
21957,VC,HITCHHIKE IN ROADWAY,I,19590915,99999999,21957,,,,,
21960(A),VC,PEDESTRIAN/ETC ON FREEWAY,I,20050101,99999999,21960,(A),(A),,,
21963,VC,FAIL YIELD:BLIND PEDESTRN,M,19681113,99999999,21963,,,,,
21966,VC,PEDESTRIAN IN BIKE LANE,I,19770101,99999999,21966,,,,,
21970(A),VC,VEH BLOCK XWALK/SIDEWALK,I,20010101,99999999,21970,(A),(A),,,
22010,PC,MFG/SALE/POSSESS NUNCHAKU,F,20120101,20211231,22010,,,,,
22010,PC,MFG/SALE/POSSESS NUNCHAKU,M,20120101,20211231,22010,,,,,
22010(A)(1),EC,KNLY FAIL DISCLOSE FACT,M,20090101,99999999,22010,(A)(1),(A),(1),,
22100(A),VC,IMPROPER RIGHT HAND TURN,I,19830101,99999999,22100,(A),(A),,,
22100(B),VC,LEFT TURN INTERSECTN VIOL,I,19830101,99999999,22100,(B),(B),,,
22100.5,VC,WRONG LANE UTURN VIOL,I,19850101,99999999,22100.5,,,,,
22101(D),VC,FAIL TO OBEY TURN SIGNS,I,19750101,99999999,22101,(D),(D),,,
22102,VC,ILEGAL UTURN:BUS DIST/ETC,I,19860101,99999999,22102,,,,,
22103,VC,UNLAWFL UTURN:RESIDENTIAL,I,19701103,99999999,22103,,,,,
22104,VC,TURN BY FIRE STATION VIOL,I,19701123,99999999,22104,,,,,
22105,VC,U TURN:OBSTRUCTED VIEW,I,19730101,99999999,22105,,,,,
22106,VC,START/BACKUP VEHICLE:HWY,I,19410913,99999999,22106,,,,,
22107,VC,UNSAF TURN &/OR NO SIGNAL,I,19590918,99999999,22107,,,,,
22108,VC,FAIL SIGNAL B/4 TURN VEH,I,19590918,99999999,22108,,,,,
22109,VC,SUDDEN STOP:W/O SIGNALING,I,19590918,99999999,22109,,,,,
22110(A),VC,VIOL:METHOD OF SIGNALING,I,19671108,99999999,22110,(A),(A),,,
22110(B),VC,INOP SIGNL LAMP:ARM SIGNL,I,19671108,99999999,22110,(B),(B),,,
22111(B),VC,IMP METH:RHT HAND TRN SIG,I,19770101,99999999,22111,(B),(B),,,
22112(A),VC,SCH BUS DRV:SGNL/STOP VIO,I,19920114,99999999,22112,(A),(A),,,
22112(B),VC,FAL LOAD/UNLD:SCH BUS STP,I,19920114,99999999,22112,(B),(B),,,
22179,BP,N/CONFRM MARK GOLD TOLRNC,M,19410913,99999999,22179,,,,,
22180,BP,NONCONFORM TRADEMARK:GOLD,M,19410913,99999999,22180,,,,,
22210,PC,MFG/ETC LEADED CANE/ETC,F,20120101,20201108,22210,,,,,
22210,PC,MFG/ETC LEADED CANE/ETC,M,20120101,20201108,22210,,,,,
22210,PC,MFG/SALE/ETC LEADED CANE,F,20201109,99999999,22210,,,,,
22210,PC,MFG/SALE/ETC LEADED CANE,M,20201109,99999999,22210,,,,,
22256(A),BP,TAX PREPARER VIOLATION,M,19970701,99999999,22256,(A),(A),,,
22348(B),VC,DRIVE IN EXCESS 100 MPH,I,19850101,99999999,22348,(B),(B),,,
22348(C),VC,SPEC VEH:WRONG PASS LANE,I,19960329,99999999,22348,(C),(C),,,
22349,VC,EXCESSIVE SPEED,M,19600101,99999999,22349,,,,,
22349(A),VC,EXCEED SPEED ON HIGHWAY,I,19870528,99999999,22349,(A),(A),,,
22349(B),VC,EXC 55MPH SPEED:2 LANE RD,I,19960101,99999999,22349,(B),(B),,,
22350,VC,UNSAFE SPEED:PREVAIL COND,I,19590918,99999999,22350,,,,,
22352(A),VC,EXCEED PRIMA FACIE SPEED,I,19910101,99999999,22352,(A),(A),,,
22356(B),VC,EXCEED POSTED SPEED LIMIT,I,19680911,99999999,22356,(B),(B),,,
22400(A),VC,DRIVE TOO SLOWLY/ETC,I,19800101,99999999,22400,(A),(A),,,
22405(A),VC,UNSAFE SPEED ON BRIDGE,I,19750101,99999999,22405,(A),(A),,,
22406(A),VC,TRUCK/ETC EXCEED 55 MPH,I,19890101,99999999,22406,(A),(A),,,
22406(B),VC,EXCESS SPEED WHILE TOWING,I,20010101,99999999,22406,(B),(B),,,
22406.1,VC,COMM VEH XCEED MAX SPEED,M,20010101,99999999,22406.1,,,,,
22406.5,VC,TANK W/500+XCEED MAX SPD,I,20181231,99999999,22406.5,,,,,
22407,VC,TRUK/ETC XCEED POSTED MPH,I,19740101,99999999,22407,,,,,
22409,VC,EXCEED SPEED FOR TIRE/WT,I,19590918,99999999,22409,,,,,
22410,PC,MFG/SALE/POSS SHURIKEN,F,20120101,99999999,22410,,,,,
22410,PC,MFG/SALE/POSS SHURIKEN,M,20120101,99999999,22410,,,,,
22410,VC,METAL TIRE:EXCESS 6MPH,I,19590918,99999999,22410,,,,,
22411,VC,MOTOR SCOOTER XCEED 15MPH,I,20000101,99999999,22411,,,,,
22430(A),BP,MFG/SELL/ETC DECEPTIVE ID,M,19810701,99999999,22430,(A),(A),,,
22430(A),BP,MFG/SELL/ETC DECEPTIVE ID,F,19810701,99999999,22430,(A),(A),,,
22435.1,BP,TAKE MARKD CART:RETL ESTB,M,19820101,99999999,22435.1,,,,,
22435.11(A),BP,UNAUTH RETRIEVL SHOP CART,M,19820101,99999999,22435.11,(A),(A),,,
22435.12,BP,USE UNIDNT VEH:GET S/CART,M,19820101,99999999,22435.12,,,,,
22435.2(A),BP,REM SHOPPING/LAUNDRY CART,M,19820101,99999999,22435.2,(A),(A),,,
22435.2(B),BP,POSS SHOP/LAUNDRY CART,M,19820101,99999999,22435.2,(B),(B),,,
22435.2(C),BP,POSS ALTERED SHOPING CART,M,19820101,99999999,22435.2,(C),(C),,,
22435.2(D),BP,ABANDON SHOP/LAUNDRY CART,M,19820101,99999999,22435.2,(D),(D),,,
22435.2(E),BP,ALTER/ETC SHOP/LAUND CART,M,19820101,99999999,22435.2,(E),(E),,,
22435.2(F),BP,POSS CARTS:SPEC CIRC,M,19840101,99999999,22435.2,(F),(F),,,
22441(A)(1),BP,ILLEGAL IMM CONSULT:FORMS,M,19870101,99999999,22441,(A)(1),(A),(1),,
22442.2(A)(1),BP,IMMG CONSULT BONDING REQ,M,19950101,99999999,22442.2,(A)(1),(A),(1),,
22442.2(A)(2),BP,IMM CNSULT:NOTICE:NOT ATN,M,19950101,99999999,22442.2,(A)(2),(A),(2),,
22442.2(A)(3),BP,IMMG CNSLT:POST SRVC FEE,M,19950101,99999999,22442.2,(A)(3),(A),(3),,
22442.2(A)(4),BP,POST NAM:IMMG CNSLT EMPLD,M,19950101,99999999,22442.2,(A)(4),(A),(4),,
22444(D),BP,UNLAW CHG REFERRAL FEE,M,19880101,99999999,22444,(D),(D),,,
22450(A),VC,FAIL STOP VEH:XWALK/ETC,I,19930101,99999999,22450,(A),(A),,,
22451(A),VC,FAIL STOP/ETC:RR XING/ETC,I,19950101,99999999,22451,(A),(A),,,
22451(B),VC,NO DRVR PED THRU RR GATE,I,20010101,99999999,22451,(B),(B),,,
22452(B),VC,BUS/ETC FAIL STOP RR XING,I,20180101,99999999,22452,(B),(B),,,
22454(A),VC,PAS/ETC SCH BUS FLASH RED,I,19930101,99999999,22454,(A),(A),,,
22455(A),VC,VEND FROM VEH W/O STOP,I,20190101,99999999,22455,(A),(A),,,
22456(D),VC,WRN SIGN VIO:ICE CREAM TR,I,20190101,99999999,22456,(D),(D),,,
22456(E),VC,VEND FROM ICE CRM TRK REQ,I,20190101,99999999,22456,(E),(E),,,
22500,VC,PARKING/ETC VIO:SPEC CIRC,I,19590918,99999999,22500,,,,,
22500(H),VC,PARK UNLAW:DOUBLE PARKING,I,19580918,99999999,22500,(H),(H),,,
22500.1,VC,NO PARK/STOP ETC FIRE LN,I,20170101,99999999,22500.1,,,,,
22502,VC,PARALLEL PARKING VIOL,I,19720503,99999999,22502,,,,,
22504(A),VC,STOP/PARK ON ROADWAY,I,19750101,99999999,22504,(A),(A),,,
22505(B),VC,STOP/PARK/ETC:RESTRICTED,I,19880101,99999999,22505,(B),(B),,,
22505.5(A),BP,USE SFTWR CIRCMVNT TICKET,M,20200101,99999999,22505.5,(A),(A),,,
22507.8(A),VC,PARK IN SPACE FOR DISABLE,I,19910101,99999999,22507.8,(A),(A),,,
22513(B),VC,SOLICT/ETC TOW/ETC:UNAUTH,M,19920101,99999999,22513,(B),(B),,,
22513(C),VC,TOW TRUCK MOVE VEH:UNAUTH,M,19920101,99999999,22513,(C),(C),,,
22514,VC,PARK/ETC BY FIRE HYDRANT,I,19590915,99999999,22514,,,,,
